1,0
2,1
3,0
4,1
5,0
6,0
7,1
8,1
9,0
10,1
11,0
12,0
13,0
14,1
15,0
16,1
17,0
18,0
19,0
20,1
21,1
22,1
23,0
24,1
25,0
26,1
27,1
28,0
29,0
30,0
31,1
32,1
33,0
34,0
35,1
36,1
37,0
38,0
39,0
40,1
41,0
42,1
43,1
44,0
45,1
46,1
47,0
48,0
49,0
50,1
51,1
52,1
53,0
54,1
55,1
56,0
57,1
58,1
59,0
60,0
61,0
62,1
63,1
64,0
65,0
66,1
67,1
68,0
69,0
70,1
71,1
72,0
73,1
74,0
75,0
76,1
77,1
78,0
79,1
80,0
81,0
82,1
83,1
84,0
85,0
86,1
87,1
88,1
89,1
90,0
91,0
92,1
93,1
94,0
95,0
96,1
97,1
98,0
99,0
100,1
101,1
102,0
103,0
104,1
105,1
106,0
107,0
108,1
109,1
110,0
111,1
112,0
113,0
114,1
115,0
116,0
117,1
118,1
119,0
120,1
121,1
122,0
123,0
124,0
125,1
126,0
127,1
128,0
129,0
130,1
131,1
132,0
133,0
134,0
135,0
136,1
137,1
138,1
139,1
140,0
141,0
142,1
143,1
144,0
145,0
146,1
147,0
148,1
149,1
150,0
151,0
152,1
153,1
154,0
155,0
156,1
157,1
158,0
159,0
160,0
161,1
162,1
163,0
164,1
165,0
166,0
167,1
168,0
169,1
170,1
171,1
172,0
173,1
174,0
175,0
176,0
177,1
178,1
179,0
180,0
181,1
182,1
183,1
184,0
185,0
186,1
187,0
188,0
189,1
190,1
191,1
192,1
193,0
194,1
195,1
196,0
197,0
198,1
199,0
200,1
201,1
202,0
203,0
204,0
205,1
206,1
207,0
208,0
209,1
210,1
211,1
212,0
213,1
214,1
215,0
216,0
217,0
218,1
219,1
220,0
221,0
222,1
223,1
224,0
225,1
226,1
227,1
228,0
229,0
230,1
231,1
232,0
233,0
234,1
235,0
236,0
237,1
238,1
239,0
240,0
241,1
242,1
243,0
244,1
245,1
246,1
247,0
248,1
249,0
250,0
251,1
252,1
253,1
254,1
255,0
256,0
257,0
258,0
259,1
260,1
261,0
262,1
263,1
264,0
265,1
266,0
267,0
268,0
269,1
270,1
271,0
272,0
273,1
274,1
275,1
276,0
277,0
278,0
279,1
280,1
281,0
282,1
283,1
284,0
285,0
286,1
287,0
288,0
289,1
290,0
291,1
292,1
293,1
294,0
295,0
296,1
297,1
298,0
299,0
300,0
301,0
302,1
303,1
304,0
305,0
306,1
307,1
308,0
309,0
310,1
311,1
312,1
313,1
314,0
315,0
316,0
317,1
318,1
319,1
320,1
321,0
322,0
323,0
324,1
325,1
326,1
327,0
328,1
329,1
330,0
331,0
332,0
333,1
334,1
335,1
336,0
337,1
338,0
339,1
340,0
341,0
342,1
343,0
344,0
345,1
346,0
347,1
348,1
349,1
350,0
351,0
352,1
353,1
354,0
355,1
356,0
357,1
358,1
359,0
360,0
361,1
362,1
363,0
364,0
365,1
366,0
367,1
368,0
369,0
370,1
371,1
372,0
373,0
374,1
375,1
376,0
377,1
378,1
379,1
380,0
381,0
382,1
383,1
384,1
385,0
386,0
387,1
388,1
389,0
390,1
391,0
392,1
393,1
394,0
395,0
395,1
396,1
397,1
398,0
399,1
400,0
401,1
402,0
403,1
404,0
405,0
406,1
407,0
408,0
409,1
410,1
411,1
412,0
413,0
414,1
415,0
416,1
417,1
418,0
419,0
420,1
421,0
422,1
423,0
424,1
425,1
426,0
427,0
428,1
429,0
430,1
431,1
432,0
433,0
434,1
435,1
436,0
437,0
438,1
439,0
440,1
441,0
442,0
443,1
444,1
445,0
446,0
447,0
448,1
449,1
450,1
451,0
452,0
453,0
454,1
455,0
456,1
457,0
458,0
459,1
460,1
461,0
462,1
463,0
464,0
465,0
466,0
467,0
468,0
469,1
470,1
471,0
472,1
473,1
474,0
475,1
476,1
477,0
478,0
479,0
480,1
481,1
482,0
483,1
484,0
485,0
486,0
487,1
488,0
489,1
490,0
491,0
492,0
493,1
494,1
495,0
496,0
497,1
498,1
499,0
500,0
501,0
502,1
503,0
504,0
505,1
506,0
507,0
508,1
509,0
510,0
511,1
512,0
513,1
514,1
515,0
516,0
517,0
518,0
519,1
520,1
521,0
522,0
523,1
524,1
525,1
526,0
527,0
528,0
529,1
530,0
531,1
532,1
533,0
534,1
535,1
536,0
537,1
538,0
539,0
540,0
541,1
542,0
543,1
544,1
545,0
546,1
547,1
548,0
549,0
550,1
551,0
552,1
553,0
554,0
555,1
556,1
557,0
558,0
559,1
560,0
561,1
562,0
563,0
564,1
565,1
566,0
567,0
568,1
569,0
