1,0
2,1
3,1
4,0
5,1
6,1
7,0
8,0
9,0
10,1
11,0
12,0
13,1
14,1
15,0
16,0
17,1
18,1
19,0
20,1
21,0
22,0
23,1
24,1
25,0
26,0
27,0
28,1
29,0
30,1
31,0
32,0
33,1
34,1
35,0
36,1
37,0
38,0
39,1
40,1
41,1
42,0
43,0
44,1
45,0
46,0
47,1
48,0
49,1
50,1
51,1
52,0
53,1
54,0
55,0
56,1
57,1
58,1
59,1
60,0
61,0
62,0
63,1
64,0
65,1
66,1
67,0
68,1
69,1
70,0
71,0
72,1
73,1
74,0
75,0
76,1
77,1
78,0
79,0
80,0
81,1
82,1
83,0
84,1
85,0
86,1
87,1
88,0
89,0
90,1
91,1
92,0
93,0
94,1
95,1
96,0
97,1
98,0
99,1
100,1
101,0
102,0
103,1
104,1
105,1
106,0
107,1
108,1
109,0
110,0
111,0
112,1
113,1
114,0
115,1
116,0
117,1
118,0
119,1
120,0
121,0
122,1
123,0
124,0
125,1
126,1
127,0
128,0
129,0
130,1
131,0
132,1
133,0
134,1
135,0
136,0
137,1
138,1
139,0
140,0
141,1
142,1
143,1
144,0
145,1
146,0
147,1
148,0
149,1
150,0
151,1
152,1
153,0
154,0
155,1
156,1
157,0
158,0
159,1
160,1
161,0
162,0
163,0
164,1
165,1
166,0
167,0
168,1
169,0
170,1
171,1
172,0
173,1
174,0
175,1
176,0
177,0
178,1
179,0
180,1
181,1
182,0
183,1
184,1
185,0
186,0
187,0
188,1
189,0
190,1
191,0
192,1
193,1
194,0
195,1
196,0
197,0
198,0
199,1
200,0
201,0
202,1
203,0
204,0
205,1
206,1
207,1
208,0
209,0
210,1
211,1
212,1
213,0
214,0
215,1
216,0
217,1
218,1
219,0
220,1
221,1
222,0
223,0
224,0
225,1
226,1
227,1
228,0
229,1
230,0
231,0
232,1
233,0
234,0
235,1
236,1
237,1
238,1
239,0
240,0
241,0
242,1
243,0
244,1
245,1
246,0
247,1
248,0
249,0
250,0
251,1
252,1
253,1
254,1
255,0
256,0
257,1
258,0
259,1
260,1
261,0
262,0
263,0
264,1
265,1
266,0
267,1
268,1
269,1
270,0
271,0
272,0
273,1
274,1
275,0
276,0
277,0
278,1
279,1
280,0
281,0
282,1
283,1
284,0
285,1
286,1
287,1
288,0
289,0
290,1
291,1
292,0
293,0
294,1
295,0
296,1
297,1
298,0
299,0
300,1
301,0
302,0
303,1
304,1
305,0
306,1
307,0
308,1
309,1
310,0
311,0
312,1
313,0
314,1
315,0
316,0
317,1
318,0
319,0
320,1
321,0
322,0
323,1
324,1
325,0
326,0
327,1
328,1
329,0
330,0
331,1
332,1
333,0
334,0
335,1
336,1
337,0
338,0
339,1
340,0
341,0
342,1
343,0
344,0
345,1
346,0
347,1
348,0
349,1
350,0
351,0
352,1
353,1
354,1
355,1
356,0
357,0
358,1
359,0
360,1
361,0
362,1
363,1
364,0
365,1
366,0
367,1
368,0
369,1
370,1
371,0
372,1
373,1
374,0
375,0
376,1
377,1
378,0
379,0
380,1
381,1
382,1
383,0
384,1
385,0
386,1
387,1
388,0
389,0
390,1
391,1
392,0
393,1
394,1
395,1
396,0
397,0
398,0
399,1
400,1
401,0
402,0
403,0
404,1
405,0
406,1
407,1
408,0
409,1
410,0
411,1
412,0
413,0
414,1
415,0
416,0
417,0
418,1
419,0
420,0
421,1
