1,0
2,0
3,0
4,1
5,0
6,0
7,0
8,1
9,0
10,0
11,1
12,1
13,0
14,0
15,0
16,1
17,0
18,0
19,1
20,0
21,0
22,0
23,0
24,1
25,1
26,0
27,0
28,1
29,1
30,0
31,1
32,0
33,0
34,1
35,1
36,1
37,1
38,0
39,1
40,1
41,0
42,1
43,0
44,0
45,0
46,1
47,1
48,0
49,0
50,1
51,1
52,0
53,1
54,1
55,0
56,1
57,0
58,0
59,0
60,1
61,0
62,0
63,1
64,1
65,0
66,1
67,1
68,0
69,0
70,1
71,0
72,1
73,0
74,1
75,1
76,0
77,0
78,1
79,0
80,1
81,1
82,0
83,0
84,1
85,0
86,1
87,1
88,0
89,0
90,1
91,1
92,1
93,0
94,1
95,0
96,0
97,1
98,1
99,0
100,1
101,0
102,0
103,1
104,0
105,0
106,1
107,0
108,0
109,0
110,0
111,1
112,0
113,1
114,1
115,0
116,0
117,1
118,1
119,1
120,1
121,0
122,1
123,1
124,0
125,0
126,1
127,1
128,0
129,0
130,1
131,1
132,0
133,0
134,1
135,0
136,0
137,1
138,0
139,0
140,1
141,1
142,0
143,1
144,0
145,0
146,1
147,0
148,0
149,1
150,1
151,0
152,1
153,0
154,0
155,0
156,1
157,1
158,1
159,1
160,0
161,0
162,0
163,0
164,1
165,1
166,0
167,1
168,0
169,1
170,0
171,1
172,0
173,1
174,1
175,0
176,1
177,1
178,1
179,0
180,1
181,1
182,0
183,0
184,1
185,1
186,0
187,0
188,0
189,1
190,0
191,1
192,1
193,0
194,0
195,1
196,1
197,0
198,1
199,0
200,0
201,0
202,1
203,1
204,0
205,0
206,1
207,1
208,1
209,0
210,1
211,0
212,0
213,1
214,1
215,0
216,1
217,0
218,1
219,1
220,0
221,0
222,0
223,0
224,1
225,1
226,0
227,1
228,0
229,0
230,0
231,1
232,1
233,0
234,1
235,1
236,1
237,0
238,1
239,1
240,0
241,0
242,0
243,1
244,0
245,1
246,1
247,0
248,0
249,0
250,1
251,0
252,0
253,1
254,1
255,1
256,0
257,1
258,0
259,0
260,0
261,0
262,1
263,0
264,1
265,0
266,0
267,1
268,1
269,1
270,0
271,1
272,0
273,1
274,0
275,0
276,1
277,0
278,1
279,0
280,1
281,0
282,1
283,1
284,0
285,0
286,1
287,0
288,0
289,1
290,0
291,0
292,1
293,1
294,1
295,0
296,1
297,0
298,1
299,0
300,1
